User Name,9220950,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,1,Claim Id,Age
Carmela Sniezek,5060787,2958911,2/4/2020,35638,"Peachland, NC",Multiple Car Accident,02/25/2021,03/27/2021,5063,5198,0,8936442,63
Frank Beck,3629800,9968920,8/6/2020,52149,"Nazareth, TX",Hit and Run,04/14/2021,04/25/2021,13181,30924,0,1927267,24
Patsy Oshell,7792645,5536397,10/5/2020,15119,"Rutledge, GA",Single Car Accident,06/05/2021,06/23/2021,18570,13617,1,9658031,59
Phyllis Emch,4973037,9509336,7/6/2020,48989,"Sierra Blanca, TX",Auto Theft,03/17/2021,04/24/2021,10657,29453,1,4453115,53
Margaret Williams,8982324,3650670,10/7/2020,13531,"Buffalo, TX",Multiple Car Accident,05/30/2021,06/24/2021,19115,7856,0,7545391,54
Arlene Bailey,8917795,9008912,10/2/2020,95776,"Bryson, TX",Bike & Car Accident,05/07/2021,06/11/2021,15557,53718,1,1502466,52
Robert Bembry,7552172,6969685,7/27/2020,70486,"Zinc, AR",Single Car Accident,02/28/2021,05/06/2021,11977,57498,1,1768622,29
Loretta Gonzalez,8299898,5427431,9/6/2020,20076,"Washington Park, AZ",Single Car Accident,01/17/2021,06/30/2021,10335,16971,0,3056238,49
Tara Paul,3880339,4716337,1/16/2020,31719,"St. George, AK",Single Car Accident,09/20/2020,01/07/2021,2657,21009,1,4979179,61
Victor Acree,7986408,8576515,2/25/2020,24078,"Garden Prairie, IL",Multiple Car Accident,10/31/2020,04/24/2021,15605,14290,0,3537390,32
Mary Davis,1422900,1997728,9/6/2020,86498,"Leupp, AZ",Auto Theft,10/15/2020,02/24/2021,11907,6911,0,1180835,25
Josefina Sullivan,8509269,2791891,6/8/2020,47163,"Wakefield, NE",Auto Theft,09/29/2020,11/07/2020,14020,36780,0,5209593,39
Gary Garcia,7952584,4246306,10/26/2020,47119,"Mount Repose, OH",Auto Theft,05/26/2021,06/15/2021,7369,22146,0,5669607,29
Eugene Leonard,9079259,1881804,2/16/2020,69836,"Midway City, CA",Auto Theft,09/10/2020,01/29/2021,13331,21338,1,9405525,40
Daniel Key,9872642,3343594,9/7/2020,66737,"McKinnon, WY",Auto Theft,02/11/2021,03/17/2021,11318,25814,0,7047281,54
Franklin Davis,6837460,6941574,11/12/2020,37641,"Joyce, LA",Auto Theft,02/18/2021,03/01/2021,9658,13473,0,9509705,42
Paul Rebuck,7842032,9129137,10/26/2020,94964,"Abie, NE",Hit and Run,11/13/2020,01/31/2021,19479,14899,0,1676774,58
Robert Dunn,9870934,6656068,6/10/2020,76525,"Wilkinsburg, PA",Auto Theft,05/10/2021,07/01/2021,18071,39852,1,5003794,56
Robert Brehm,1955596,3572631,10/16/2020,89989,"Franktown, CO",Auto Theft,01/26/2021,04/27/2021,6682,23025,0,6507985,22
Barbara Newsome,7739422,6792190,8/7/2020,98097,"Au Sable Forks, NY",Hit and Run,04/12/2021,04/22/2021,9448,42247,0,6818825,33
Eugene Cope,3689272,1091544,10/19/2020,57511,"Endeavor, WI",Multiple Car Accident,11/29/2020,01/25/2021,6823,25406,1,7839058,43
Alfred Beckett,3706031,3367663,8/26/2020,95440,"Brady, MT",Bike & Car Accident,03/12/2021,05/22/2021,16940,59178,0,7945233,40
Lisa Dietzler,3290327,1474540,4/5/2020,90970,"Redlands, CO",Hit and Run,03/28/2021,06/08/2021,12696,35787,0,9704439,62
Rosemary Ingraham,8620239,9726675,3/8/2020,23762,"Mead, WA",Hit and Run,03/24/2021,05/16/2021,9939,15542,0,4502391,60
James Causey,9511529,8972824,1/1/2020,17654,"Barrackville, WV",Hit and Run,07/06/2020,04/15/2021,17834,48309,0,5869115,50
Robert Shaw,9276192,6939988,1/28/2020,63686,"Bartow, WV",Single Car Accident,04/30/2021,05/11/2021,18560,10015,0,3334578,38
John Dambrosio,5170042,2368531,10/15/2020,32683,"Haleburg, AL",Auto Theft,10/27/2020,01/02/2021,16390,32965,0,2074442,46
Andrew Petree,3872882,3617719,10/6/2020,12829,"Ravenna, KY",Bike & Car Accident,06/06/2021,06/22/2021,18905,42405,0,6481792,25
Charles Vario,5567632,1064370,4/27/2020,56969,"Clute, TX",Hit and Run,05/03/2020,12/02/2020,6752,19168,0,9135480,30
Lois Matthew,3416648,1817914,10/4/2020,40083,"Refton, PA",Hit and Run,02/16/2021,03/07/2021,3076,39773,1,8326389,18
Earl Higa,5185220,3195814,10/24/2020,69636,"Port Jefferson, OH",Hit and Run,11/05/2020,11/28/2020,7834,58903,1,3209985,54
Patricia Borrell,9008445,3088570,10/14/2020,58346,"White Hall, IL",Auto Theft,04/24/2021,06/10/2021,7238,46097,1,4420658,24
Brian Dexter,1504175,6771806,12/15/2020,60353,"Russell Springs, KY",Bike & Car Accident,05/12/2021,05/13/2021,2892,37751,1,2155743,16
Joe Dennis,7064852,4520149,10/19/2020,82995,"North Highlands, CA",Multiple Car Accident,07/01/2021,07/01/2021,5023,41452,0,4745573,18
Robert Gillian,2584302,9383189,7/28/2020,67367,"Pinetop-Lakeside, AZ",Single Car Accident,06/26/2021,06/29/2021,5060,42379,0,2099891,42
Leslie Flick,1506455,6995657,7/19/2020,99348,"Bertram, IA",Bike & Car Accident,11/17/2020,12/09/2020,2002,37319,1,2068885,65
Johnny Slinkard,6022160,1504178,6/18/2020,71212,"Waves, NC",Hit and Run,09/16/2020,06/26/2021,12985,36679,1,6501652,29
Theresa Prince,4294002,8263172,4/1/2020,37639,"Sandusky, OH",Bike & Car Accident,10/17/2020,06/11/2021,18046,7220,0,2138555,41
Patrick Whitfield,6685946,5765233,9/18/2020,36719,"Clifton Springs, NY",Auto Theft,11/08/2020,02/13/2021,10212,54112,1,3112934,37
Nancy Stephens,6340233,8495854,10/24/2020,34004,"Dyer, IN",Auto Theft,10/31/2020,03/05/2021,11186,36849,1,7749286,50
Leo Sexton,6023501,6656749,1/20/2020,90256,"Beaufort, NC",Bike & Car Accident,12/21/2020,06/24/2021,19913,41564,1,5352092,29
Robin Vu,8283963,2187948,1/9/2020,43996,"Donald, OR",Single Car Accident,03/09/2020,01/15/2021,6547,14372,0,2170507,28
Jacquelyn Lovell,7775017,9092125,1/19/2020,98163,"La Joya, NM",Hit and Run,02/18/2020,07/22/2020,14792,13590,1,3657795,45
Gary Rios,2525046,3443682,1/10/2020,68363,"Palmyra, NE",Hit and Run,05/08/2020,12/22/2020,6354,50583,0,7904780,62
Waylon Schoonmaker,5225891,8622199,8/19/2020,30442,"Martensdale, IA",Auto Theft,04/23/2021,06/19/2021,13642,48005,1,1884463,44
Joseph Hester,7016161,2273003,11/6/2020,53898,"Florala, AL",Hit and Run,11/06/2020,03/27/2021,18838,5699,0,6246713,42
Dale Luna,1287277,6848636,7/5/2020,58425,"Holley, FL",Auto Theft,10/15/2020,04/23/2021,16162,20709,0,7698321,18
Roberta Jamesson,6655343,1958831,12/27/2020,50959,"New Deal, TX",Multiple Car Accident,03/26/2021,04/15/2021,18983,58817,1,4905597,34
Kenneth Guerin,1473046,4434841,9/7/2020,68706,"Moran, KS",Single Car Accident,04/05/2021,05/08/2021,12712,16024,1,4399588,52
Emma Stamps,9381648,9240664,8/11/2020,87006,"Byers, CO",Auto Theft,08/15/2020,11/21/2020,16220,49557,0,1475178,38
Colleen Howard,4719267,7806248,8/27/2020,78611,"Blevins, AR",Single Car Accident,09/21/2020,06/10/2021,5597,30143,0,2123278,36
Rhonda Sullivan,8086721,4664304,10/22/2020,82139,"Venango, NE",Auto Theft,03/04/2021,04/21/2021,4121,7996,0,3923761,30
Viva Cowie,3825519,7962466,2/26/2020,35219,"Woodlynne, NJ",Single Car Accident,11/01/2020,11/08/2020,12665,30871,1,3635628,39
Nicholas Henry,8694801,9211556,4/3/2020,55248,"Macedonia, OH",Bike & Car Accident,02/18/2021,04/11/2021,9977,42504,0,5589385,37
David Neville,4376182,9503596,12/16/2020,53817,"Glen Ridge, FL",Hit and Run,04/28/2021,06/14/2021,19821,16999,1,5476243,60
Robert Gregg,5984431,1192527,10/10/2020,23189,"University, FL",Hit and Run,12/11/2020,06/19/2021,13886,40256,0,7038191,51
Terry Wedekind,6122025,4105351,12/19/2020,28388,"Nunapitchuk, AK",Single Car Accident,05/03/2021,06/01/2021,5495,53573,0,2678379,29
Deborah Theis,6824501,6810067,10/28/2020,27744,"Lake Belvedere Estates, FL",Multiple Car Accident,01/06/2021,06/18/2021,16226,8838,1,3107805,30
Brandy Miller,5565236,2957671,10/7/2020,95040,"Aurora Center, SD",Multiple Car Accident,11/23/2020,05/08/2021,12633,23737,0,4973050,22
Joe Jacko,5305880,5563506,6/13/2020,88822,"Harrisonburg, VA",Bike & Car Accident,11/02/2020,11/05/2020,3580,17447,1,7853224,49
Dorothy Thompson,6228211,1508938,1/19/2020,68581,"Cape May Court House, NJ",Bike & Car Accident,12/06/2020,04/18/2021,17906,43551,1,5642342,19
Ruth Austin,7040586,4941630,12/26/2020,61891,"Manson, WA",Auto Theft,05/06/2021,05/15/2021,12532,42810,1,2760005,59
Richard Bedard,2747678,6882589,9/8/2020,37854,"Hartsburg, IL",Multiple Car Accident,03/16/2021,06/23/2021,10585,14478,1,5601954,46
Thomas Fender,6571973,2564612,8/23/2020,82644,"Newport, DE",Single Car Accident,08/28/2020,12/23/2020,11144,51112,0,3611351,36
Ron Gonzalez,1485782,4185828,1/28/2020,42747,"Loma Linda East, TX",Hit and Run,11/30/2020,06/06/2021,18312,55263,0,7651466,54
Ronald Salinas,2650160,4031215,12/9/2020,85317,"Brookside, CO",Multiple Car Accident,02/05/2021,04/22/2021,3733,53066,1,5169937,29
Calvin Walls,9457655,4912596,10/6/2020,97790,"Eldorado, MD",Single Car Accident,11/25/2020,05/01/2021,15330,15879,0,2146528,25
Philip Wise,9058691,2295274,9/12/2020,73332,"Fennville, MI",Single Car Accident,02/08/2021,03/20/2021,19397,9334,0,6457125,19
Jessica Cedillo,7928984,7287544,1/10/2020,46566,"Leawood, KS",Single Car Accident,02/07/2021,05/16/2021,11992,18427,0,6341204,23
Fran Santana,7834164,1145939,1/2/2020,53971,"Brownwood, TX",Hit and Run,05/17/2021,06/23/2021,11044,7775,0,9632264,31
Sibyl Joyce,8605649,6651596,9/28/2020,13310,"Port Royal, VA",Multiple Car Accident,06/21/2021,06/21/2021,14442,16256,0,1128169,27
Graciela Webb,5044697,8970643,12/21/2020,84214,"Columbia City, OR",Bike & Car Accident,01/30/2021,06/10/2021,18582,11610,0,9335324,60
Betty Burr,5912531,6141285,6/16/2020,73380,"Swartz Creek, MI",Bike & Car Accident,02/04/2021,04/26/2021,18373,43398,0,7170188,57
Faye Lastra,8696662,3619266,9/20/2020,16417,"Rockford, AL",Bike & Car Accident,04/01/2021,04/15/2021,11324,37447,0,6206551,38
Marie Wakefield,2582289,1244744,4/14/2020,51309,"Mercer, PA",Bike & Car Accident,08/31/2020,03/04/2021,9838,28307,0,9939956,29
Ninfa Skeels,9462779,2821022,2/12/2020,76873,"Beemer, NE",Bike & Car Accident,10/28/2020,01/12/2021,12217,52670,0,6652190,62
Tamara Weston,5968251,5008413,11/1/2020,50072,"Cleghorn, IA",Hit and Run,11/05/2020,02/13/2021,13449,58750,0,7897133,47
Joseph Figueroa,5900083,9998820,12/15/2020,23948,"Lakeview, MI",Auto Theft,03/26/2021,04/04/2021,2293,13141,1,6005309,32
Carrie Callan,9450367,7374221,9/5/2020,48676,"Sharon Springs, NY",Auto Theft,12/19/2020,04/16/2021,6225,12747,1,6517512,43
Kimberly Jackson,1594335,8374153,5/28/2020,76203,"Neosho, WI",Multiple Car Accident,07/23/2020,10/08/2020,18991,28570,0,1982033,59
Jana Milot,7342517,5775553,7/28/2020,56834,"Treynor, IA",Single Car Accident,03/25/2021,06/28/2021,11947,59397,0,3138344,38
Viola Boyce,6543152,8169450,4/11/2020,24768,"Britton, MI",Single Car Accident,01/23/2021,06/25/2021,15707,5083,1,9097712,35
Eva Stein,4403909,9779864,12/18/2020,45157,"McCrory, AR",Auto Theft,06/23/2021,06/26/2021,5879,46077,0,7028503,55
Betty Francis,9688173,4740989,11/5/2020,69994,"Dixon, KY",Single Car Accident,01/10/2021,02/20/2021,17840,23193,0,3849859,23
Minta Say,7956466,1589938,8/18/2020,40367,"Ivor, VA",Multiple Car Accident,04/23/2021,06/20/2021,18733,56980,1,9242847,24
Octavia Vasquez,1514760,3238715,9/1/2020,74851,"Snook, TX",Multiple Car Accident,06/02/2021,06/07/2021,8151,48667,0,7638087,63
Francisco Windmeyer,8077640,9286026,2/25/2020,20979,"Merrimac, VA",Auto Theft,03/17/2021,04/23/2021,3993,19849,1,2669222,29
Victoria Hernandez,1517385,9358517,4/4/2020,46887,"Dixie Inn, LA",Auto Theft,05/01/2020,05/02/2021,9632,31927,0,7128027,28
Sergio Prude,5915617,2614113,9/9/2020,56746,"Crystal Downs Country Club, MI",Auto Theft,05/31/2021,06/23/2021,19147,9930,0,7992132,34
Charles Lowery,7266827,9668778,6/14/2020,27237,"Mulberry, IN",Single Car Accident,10/03/2020,10/28/2020,14705,54422,0,5525093,29
Phillip Jacobs,4922049,3355001,12/5/2020,41635,"South Gate Ridge, FL",Single Car Accident,12/25/2020,02/15/2021,16596,18151,1,9623492,57
Maurice Malone,6418251,7777559,5/6/2020,98980,"Milan, KS",Bike & Car Accident,01/06/2021,05/13/2021,9876,39962,0,8560028,35
Nancy Elliot,3034140,5875659,6/15/2020,89171,"Kenai, AK",Hit and Run,09/07/2020,02/06/2021,6580,16604,1,8203869,19
Lena Brooks,6959969,3816721,2/7/2020,89589,"Leesburg, IN",Hit and Run,08/16/2020,11/17/2020,2660,36900,0,3736831,52
Angela Baker,5504133,1174438,6/27/2020,71803,"Chouteau, OK",Bike & Car Accident,05/01/2021,05/14/2021,4279,18454,0,8981707,35
Phillip Blain,3181904,8736569,3/22/2020,72826,"Marion, OH",Multiple Car Accident,02/01/2021,02/12/2021,8180,11626,0,2012294,53
Antoinette Shaffer,6034802,3538812,11/1/2020,30724,"San Juan Capistrano, CA",Single Car Accident,02/24/2021,04/28/2021,11048,34387,1,7940018,43
Janet Kimball,3601744,3960786,10/21/2020,21080,"Shelburne Falls, MA",Auto Theft,05/27/2021,06/13/2021,4167,20104,0,1422544,55
Gloria Deason,7848765,8815466,9/25/2020,38349,"Pennville, IN",Bike & Car Accident,02/13/2021,03/17/2021,16362,36742,1,2627914,61
Sherry Cook,5572598,2168610,11/7/2020,24438,"University Center, VA",Bike & Car Accident,02/10/2021,04/05/2021,7970,23738,1,1961098,38
Henry Desler,1824528,3521530,7/9/2020,17604,"Arkadelphia, AR",Multiple Car Accident,04/20/2021,05/16/2021,15291,49152,0,4668957,43
Susan Jones,8920796,2862207,4/21/2020,14073,"Audubon Park, NJ",Multiple Car Accident,12/10/2020,07/01/2021,12198,22630,1,3441468,33
James Tucker,6216941,2537806,9/9/2020,17620,"Panthersville, GA",Single Car Accident,06/27/2021,06/27/2021,7349,33700,1,4019076,41
James Bandy,8944875,3850892,3/16/2020,25652,"Palm Desert, CA",Multiple Car Accident,09/12/2020,01/25/2021,18070,16504,1,1803833,54
Dan Seawell,7610648,9619794,4/26/2020,23526,"Noble, LA",Single Car Accident,02/07/2021,06/18/2021,16788,26611,0,5571674,43
Mamie Sacks,1136028,5182290,1/1/2020,28116,"Wilburton, OK",Single Car Accident,03/07/2020,09/12/2020,2565,30496,0,4618386,51
Todd Turner,9888162,6875009,3/4/2020,73316,"Morgan, GA",Multiple Car Accident,07/10/2020,04/18/2021,14827,28529,0,9700864,48
Edmund Butler,3991544,9148158,9/7/2020,23547,"Clifton, ID",Hit and Run,06/08/2021,06/27/2021,10585,25424,0,7183561,21
Elizabeth Page,6013597,3374262,7/8/2020,83568,"Bagley, MN",Auto Theft,06/23/2021,06/29/2021,15310,42984,0,7749018,28
Vincent Cook,1962804,3073026,9/22/2020,66616,"Hewlett Harbor, NY",Multiple Car Accident,03/02/2021,03/26/2021,19169,24335,0,5352883,21
Joe Manning,4867567,6216495,5/21/2020,51412,"Leavenworth, KS",Bike & Car Accident,10/03/2020,12/29/2020,19812,40077,1,7161673,59
Kenneth Meadows,3174562,6659448,10/10/2020,30915,"Medford, OR",Auto Theft,01/20/2021,05/09/2021,18002,27902,0,7908001,28
Wendy Carmack,5403205,9457096,6/18/2020,48495,"Russell, PA",Multiple Car Accident,03/15/2021,03/20/2021,7933,37117,0,5508898,45
David Newman,1089977,2486816,3/23/2020,41530,"Hamilton, GA",Auto Theft,01/23/2021,05/26/2021,14710,45390,0,4730826,56
Edna Melendez,4511605,6688058,4/17/2020,26845,"Webb, MS",Bike & Car Accident,12/20/2020,02/16/2021,10250,8233,1,7171960,50
Peter Nesslein,7397453,3637438,2/22/2020,49631,"Matheny, CA",Multiple Car Accident,08/17/2020,12/08/2020,4755,26907,0,8026279,47
Jona Bolivar,8272909,8645226,10/10/2020,27536,"El Castillo, TX",Hit and Run,03/07/2021,04/07/2021,3471,45128,1,2946833,38
Kayla Wicks,5750397,9288778,7/6/2020,67293,"Forestville, CA",Bike & Car Accident,02/18/2021,06/04/2021,4936,9626,0,4948844,22
Kristine Pritchard,1235361,5259670,10/18/2020,22565,"Sundown, MO",Hit and Run,05/26/2021,06/30/2021,4567,6589,0,5685617,43
Naomi Edwards,7194294,6135617,11/27/2020,63406,"Charlotte, NC",Auto Theft,03/26/2021,05/18/2021,13558,31131,1,4883768,28
John Camacho,8433158,6420689,11/21/2020,72623,"Laurens, IA",Single Car Accident,02/06/2021,05/18/2021,11751,5310,0,9987419,20
Julie Slama,5527838,9021199,5/1/2020,52338,"Tiki Island, TX",Multiple Car Accident,05/31/2021,06/20/2021,12610,58675,0,4658209,47
Ann Moore,7264196,5877820,9/28/2020,63851,"Lexington Hills, CA",Hit and Run,06/24/2021,06/28/2021,10657,11321,0,6829269,18
Kym Williamson,2209466,1532660,2/14/2020,41147,"Cedar Grove, FL",Hit and Run,03/19/2021,06/15/2021,14899,41907,0,4120820,24
Katie Oconnell,4206639,4681850,11/4/2020,67582,"Whittier, AK",Hit and Run,11/08/2020,03/02/2021,4786,27497,0,1441531,30
Steven Stabler,4950759,9534136,12/11/2020,58028,"East Shoreham, NY",Hit and Run,02/20/2021,03/13/2021,7133,11474,0,4975217,25
Sarah Ross,7415035,1769936,7/20/2020,61736,"Hillsboro, IL",Single Car Accident,08/18/2020,02/19/2021,18381,13715,0,7907863,29
Emerald Richardson,9789071,7406160,2/17/2020,85695,"Wyoming, RI",Single Car Accident,01/30/2021,06/03/2021,18319,28574,0,1999983,23
Gregory Caverly,1840622,2340893,9/15/2020,44986,"Chevy Chase View, MD",Auto Theft,11/30/2020,01/01/2021,7258,56385,0,9251157,24
Leonard Liefer,4657669,9272031,1/11/2020,22585,"Woodford, SC",Hit and Run,06/10/2021,06/23/2021,12607,56311,1,8570065,65
Paula Jackson,6852570,8889837,12/16/2020,20827,"Limestone, OK",Auto Theft,03/06/2021,06/07/2021,9860,18364,1,4826019,22
Monique Davis,3120329,6694781,5/21/2020,99466,"Fruit Hill, OH",Single Car Accident,11/16/2020,04/25/2021,16460,45782,0,2573036,54
Beverly Clark,5368559,2852310,7/10/2020,18645,"Madison, NE",Single Car Accident,03/21/2021,05/03/2021,16305,15934,0,9132432,61
Charles Ericsson,9854152,2580092,9/14/2020,97453,"Duluth, MN",Single Car Accident,06/04/2021,06/28/2021,11940,39056,0,3468995,63
Lisa Reinschmidt,8472092,5761164,11/2/2020,30575,"Kechi, KS",Hit and Run,11/10/2020,03/28/2021,4133,45129,1,7571485,28
Julie Beckwith,4078929,4083621,3/25/2020,79605,"Keene, NH",Hit and Run,04/13/2020,05/09/2021,9333,36529,1,9897979,52
Michael Tran,1783549,3702723,7/16/2020,56774,"Mogul, NV",Single Car Accident,04/14/2021,06/07/2021,12219,26703,0,6151948,50
Todd Bell,9908904,2623417,7/8/2020,63443,"Chetek, WI",Hit and Run,08/27/2020,03/21/2021,13321,14878,0,2911941,32
Eugene Catalano,3925362,9292767,8/5/2020,27792,"White Lake, NC",Bike & Car Accident,03/18/2021,03/21/2021,3192,37267,0,9624551,28
Robert Gomez,6480775,3977606,6/11/2020,27631,"Ellaville, GA",Auto Theft,09/09/2020,03/15/2021,16783,12797,0,7250354,33
Megan Lucas,5128728,1258510,3/25/2020,78947,"Avera, GA",Bike & Car Accident,12/31/2020,03/21/2021,14149,22799,0,1616840,57
Donna Lambino,1277588,4308677,2/14/2020,32699,"Altenburg, MO",Hit and Run,06/02/2021,06/26/2021,6921,23601,0,6547507,38
Nicole Valdez,2539035,3047237,11/25/2020,58282,"Little Silver, NJ",Hit and Run,03/06/2021,06/19/2021,17041,43263,0,4183335,25
Lettie Padilla,9930011,2863038,4/19/2020,32182,"Greenwood, AR",Single Car Accident,08/09/2020,11/22/2020,10601,24816,0,8543002,25
Regina Stanley,6893274,2432059,5/2/2020,16808,"Sun Valley, NV",Single Car Accident,05/04/2020,02/02/2021,18931,31366,1,1662069,28
Barry Crumpler,1392889,3271135,6/1/2020,86094,"Sayville, NY",Hit and Run,11/13/2020,01/25/2021,4138,7347,0,6562629,48
Donald Espinoza,7854062,5725567,5/10/2020,69967,"Laurinburg, NC",Single Car Accident,12/31/2020,02/20/2021,13934,17872,0,9112725,32
Karen Jenney,3823147,4234103,5/19/2020,67114,"Hawthorne, NV",Hit and Run,06/06/2021,06/24/2021,18411,35937,0,7854487,39
Douglas Flipp,1971508,9418427,9/6/2020,18709,"Jacksboro, TN",Hit and Run,03/10/2021,06/30/2021,11610,33501,0,4006280,55
Cassandra Jones,1491954,9255804,4/17/2020,38073,"Marysville, MT",Multiple Car Accident,05/10/2021,06/04/2021,6632,56554,1,7860217,45
Elisha Craig,7878103,6964717,9/27/2020,44964,"Julian, PA",Auto Theft,02/17/2021,06/22/2021,10239,43315,0,4869938,20
William Hawks,5300377,3198977,9/2/2020,83484,"Little Eagle, SD",Bike & Car Accident,11/04/2020,11/11/2020,9694,31677,0,3942130,16
Judy Smith,8968663,5794588,1/8/2020,34939,"Selfridge, ND",Multiple Car Accident,12/04/2020,05/31/2021,2796,10904,1,9958431,53
Margie Townsend,7423409,7304410,11/24/2020,60558,"Sturgeon Lake, MN",Bike & Car Accident,04/28/2021,06/30/2021,10788,38931,0,5913059,45
Matthew Pink,1035861,1249916,9/13/2020,48671,"Clyde, NJ",Auto Theft,02/20/2021,06/08/2021,19508,35338,1,3753971,45
Susan Morris,5458023,7314071,7/6/2020,70421,"Dash Point, WA",Bike & Car Accident,02/13/2021,03/17/2021,9858,29968,0,7607667,63
Vicki Wilson,5432593,2172016,5/5/2020,81029,"Danbury, WI",Multiple Car Accident,04/29/2021,05/20/2021,17237,44159,1,3145430,47
Elizabeth Miller,3507698,9656916,4/21/2020,62989,"Pico Rivera, CA",Bike & Car Accident,06/10/2020,06/19/2021,4734,46303,0,5112459,17
Ida Whiting,8108279,1447767,7/25/2020,55461,"Jerome, PA",Auto Theft,05/28/2021,05/30/2021,10945,39013,1,4405244,32
Robert Mccauley,7305625,9182676,10/16/2020,95021,"Dayton, MT",Hit and Run,05/29/2021,06/07/2021,19253,21565,0,4674333,54
Bob Rife,2877835,6381264,10/8/2020,19346,"Hewlett Bay Park, NY",Single Car Accident,05/04/2021,05/04/2021,14027,43976,0,5345888,39
Shawna Leech,4396826,3673318,4/23/2020,55083,"Ridgway, PA",Single Car Accident,02/24/2021,07/01/2021,15442,36971,0,7309571,58
Nathan Wightman,2091585,8594045,2/26/2020,17369,"Hazelton, ID",Hit and Run,04/30/2020,07/04/2020,9209,44172,1,7006333,29
Mindy Ashalintubbi,7150992,9613531,2/9/2020,13100,"Lyndon, KS",Single Car Accident,01/06/2021,06/22/2021,9377,26596,0,5465344,62
Charles Hayes,7467011,7323229,7/6/2020,44886,"Egypt, AL",Bike & Car Accident,10/22/2020,04/18/2021,5060,51472,0,9199735,16
Georgina Richardson,5270792,3539793,9/14/2020,57878,"Export, PA",Multiple Car Accident,10/23/2020,04/20/2021,10459,20737,1,1809447,65
Roderick Ward,2544302,5018309,10/20/2020,84718,"Gardnertown, NY",Bike & Car Accident,12/28/2020,05/07/2021,8168,24093,0,3431477,16
Billie Doty,4443193,4676211,7/22/2020,76118,"Gunnison, MS",Multiple Car Accident,02/23/2021,04/06/2021,8153,13013,0,4521826,44
